match_id,giornata,season,date_str,home_team,home_team_code,away_team,away_team_code,home_score,away_score,status,difficolta_home,difficolta_away
2026_G21_GEN_PAR,21,2026/2027,Sun Jan 24 15:00,Genoa,GEN,Parma,PAR,,,SCHEDULED,1,1
2026_G21_COM_NAP,21,2026/2027,Sun Jan 24 15:00,Como,COM,Napoli,NAP,,,SCHEDULED,3,1
2026_G21_MON_LAZ,21,2026/2027,Sun Jan 24 15:00,Monza,MON,Lazio,LAZ,,,SCHEDULED,2,1
2026_G22_MIL_JUV,22,2026/2027,Sun Jan 31 15:00,Milan,MIL,Juventus,JUV,,,SCHEDULED,3,3
2026_G22_MON_ROM,22,2026/2027,Sun Jan 31 15:00,Monza,MON,Roma,ROM,,,SCHEDULED,2,1
2026_G22_TOR_EMP,22,2026/2027,Sun Jan 31 15:00,Torino,TOR,Empoli,EMP,,,SCHEDULED,1,2
2026_G22_UDI_BOL,22,2026/2027,Sun Jan 31 15:00,Udinese,UDI,Bologna,BOL,,,SCHEDULED,2,1
2026_G22_VER_COM,22,2026/2027,Sun Jan 31 15:00,Verona,VER,Como,COM,,,SCHEDULED,1,1
2026_G22_GEN_LEC,22,2026/2027,Sun Jan 31 15:00,Genoa,GEN,Lecce,LEC,,,SCHEDULED,1,1
2026_G22_CAG_PAR,22,2026/2027,Sun Jan 31 15:00,Cagliari,CAG,Parma,PAR,,,SCHEDULED,1,1
2026_G22_ATA_FIO,22,2026/2027,Sun Jan 31 15:00,Atalanta,ATA,Fiorentina,FIO,,,SCHEDULED,2,3
2026_G22_LAZ_VEN,22,2026/2027,Sun Jan 31 15:00,Lazio,LAZ,Venezia,VEN,,,SCHEDULED,1,2
2026_G22_NAP_INT,22,2026/2027,Sun Jan 31 15:00,Napoli,NAP,Inter,INT,,,SCHEDULED,3,3
2026_G23_JUV_VER,23,2026/2027,Sun Feb 7 15:00,Juventus,JUV,Verona,VER,,,SCHEDULED,1,3
2026_G23_INT_CAG,23,2026/2027,Sun Feb 7 15:00,Inter,INT,Cagliari,CAG,,,SCHEDULED,1,3
2026_G23_COM_MON,23,2026/2027,Sun Feb 7 15:00,Como,COM,Monza,MON,,,SCHEDULED,1,1
2026_G23_LEC_NAP,23,2026/2027,Sun Feb 7 15:00,Lecce,LEC,Napoli,NAP,,,SCHEDULED,3,1
2026_G23_VEN_GEN,23,2026/2027,Sun Feb 7 15:00,Venezia,VEN,Genoa,GEN,,,SCHEDULED,1,1
2026_G23_ROM_TOR,23,2026/2027,Sun Feb 7 15:00,Roma,ROM,Torino,TOR,,,SCHEDULED,2,2
2026_G23_ATA_LAZ,23,2026/2027,Sun Feb 7 15:00,Atalanta,ATA,Lazio,LAZ,,,SCHEDULED,2,3
2026_G23_PAR_EMP,23,2026/2027,Sun Feb 7 15:00,Parma,PAR,Empoli,EMP,,,SCHEDULED,1,1
2026_G23_BOL_MIL,23,2026/2027,Sun Feb 7 15:00,Bologna,BOL,Milan,MIL,,,SCHEDULED,3,2
2026_G23_FIO_UDI,23,2026/2027,Sun Feb 7 15:00,Fiorentina,FIO,Udinese,UDI,,,SCHEDULED,1,2
2026_G24_NAP_JUV,24,2026/2027,Sun Feb 14 15:00,Napoli,NAP,Juventus,JUV,,,SCHEDULED,3,3
2026_G24_MON_LEC,24,2026/2027,Sun Feb 14 15:00,Monza,MON,Lecce,LEC,,,SCHEDULED,1,1
2026_G24_TOR_VER,24,2026/2027,Sun Feb 14 15:00,Torino,TOR,Verona,VER,,,SCHEDULED,1,2
2026_G24_EMP_FIO,24,2026/2027,Sun Feb 14 15:00,Empoli,EMP,Fiorentina,FIO,,,SCHEDULED,2,1
2026_G24_BOL_COM,24,2026/2027,Sun Feb 14 15:00,Bologna,BOL,Como,COM,,,SCHEDULED,1,2
2026_G24_ROM_PAR,24,2026/2027,Sun Feb 14 15:00,Roma,ROM,Parma,PAR,,,SCHEDULED,1,2
2026_G24_UDI_VEN,24,2026/2027,Sun Feb 14 15:00,Udinese,UDI,Venezia,VEN,,,SCHEDULED,1,1
2026_G24_GEN_ATA,24,2026/2027,Sun Feb 14 15:00,Genoa,GEN,Atalanta,ATA,,,SCHEDULED,3,1
2026_G24_CAG_LAZ,24,2026/2027,Sun Feb 14 15:00,Cagliari,CAG,Lazio,LAZ,,,SCHEDULED,2,1
2026_G24_INT_MIL,24,2026/2027,Sun Feb 14 15:00,Inter,INT,Milan,MIL,,,SCHEDULED,3,3
2026_G25_COM_TOR,25,2026/2027,Sun Feb 21 15:00,Como,COM,Torino,TOR,,,SCHEDULED,2,1
2026_G25_ATA_MON,25,2026/2027,Sun Feb 21 15:00,Atalanta,ATA,Monza,MON,,,SCHEDULED,1,3
2026_G25_UDI_PAR,25,2026/2027,Sun Feb 21 15:00,Udinese,UDI,Parma,PAR,,,SCHEDULED,1,1
2026_G25_JUV_BOL,25,2026/2027,Sun Feb 21 15:00,Juventus,JUV,Bologna,BOL,,,SCHEDULED,2,3
2026_G25_FIO_INT,25,2026/2027,Sun Feb 21 15:00,Fiorentina,FIO,Inter,INT,,,SCHEDULED,3,2
2026_G25_VER_ROM,25,2026/2027,Sun Feb 21 15:00,Verona,VER,Roma,ROM,,,SCHEDULED,2,1
2026_G25_MIL_GEN,25,2026/2027,Sun Feb 21 15:00,Milan,MIL,Genoa,GEN,,,SCHEDULED,1,3
2026_G25_VEN_CAG,25,2026/2027,Sun Feb 21 15:00,Venezia,VEN,Cagliari,CAG,,,SCHEDULED,1,1
2026_G25_LEC_EMP,25,2026/2027,Sun Feb 21 15:00,Lecce,LEC,Empoli,EMP,,,SCHEDULED,1,1
2026_G25_LAZ_NAP,25,2026/2027,Sun Feb 21 15:00,Lazio,LAZ,Napoli,NAP,,,SCHEDULED,3,2
2026_G26_INT_ATA,26,2026/2027,Sun Feb 28 15:00,Inter,INT,Atalanta,ATA,,,SCHEDULED,3,3
2026_G26_CAG_UDI,26,2026/2027,Sun Feb 28 15:00,Cagliari,CAG,Udinese,UDI,,,SCHEDULED,1,1
2026_G26_PAR_VER,26,2026/2027,Sun Feb 28 15:00,Parma,PAR,Verona,VER,,,SCHEDULED,1,1
2026_G26_GEN_LAZ,26,2026/2027,Sun Feb 28 15:00,Genoa,GEN,Lazio,LAZ,,,SCHEDULED,2,1
2026_G26_ROM_VEN,26,2026/2027,Sun Feb 28 15:00,Roma,ROM,Venezia,VEN,,,SCHEDULED,1,2
2026_G26_COM_MIL,26,2026/2027,Sun Feb 28 15:00,Como,COM,Milan,MIL,,,SCHEDULED,3,1
2026_G26_TOR_FIO,26,2026/2027,Sun Feb 28 15:00,Torino,TOR,Fiorentina,FIO,,,SCHEDULED,2,2
2026_G26_BOL_LEC,26,2026/2027,Sun Feb 28 15:00,Bologna,BOL,Lecce,LEC,,,SCHEDULED,1,2
2026_G26_MON_JUV,26,2026/2027,Sun Feb 28 15:00,Monza,MON,Juventus,JUV,,,SCHEDULED,3,1
2026_G26_EMP_NAP,26,2026/2027,Sun Feb 28 15:00,Empoli,EMP,Napoli,NAP,,,SCHEDULED,3,1
2026_G27_UDI_INT,27,2026/2027,Sun Mar 7 15:00,Udinese,UDI,Inter,INT,,,SCHEDULED,3,1
2026_G27_ATA_TOR,27,2026/2027,Sun Mar 7 15:00,Atalanta,ATA,Torino,TOR,,,SCHEDULED,2,3
2026_G27_NAP_PAR,27,2026/2027,Sun Mar 7 15:00,Napoli,NAP,Parma,PAR,,,SCHEDULED,1,3
2026_G27_LEC_COM,27,2026/2027,Sun Mar 7 15:00,Lecce,LEC,Como,COM,,,SCHEDULED,1,1
2026_G27_LAZ_EMP,27,2026/2027,Sun Mar 7 15:00,Lazio,LAZ,Empoli,EMP,,,SCHEDULED,1,2
2026_G27_VER_BOL,27,2026/2027,Sun Mar 7 15:00,Verona,VER,Bologna,BOL,,,SCHEDULED,2,1
2026_G27_MON_GEN,27,2026/2027,Sun Mar 7 15:00,Monza,MON,Genoa,GEN,,,SCHEDULED,1,1
2026_G27_FIO_VEN,27,2026/2027,Sun Mar 7 15:00,Fiorentina,FIO,Venezia,VEN,,,SCHEDULED,1,2
2026_G27_MIL_CAG,27,2026/2027,Sun Mar 7 15:00,Milan,MIL,Cagliari,CAG,,,SCHEDULED,1,3
2026_G27_JUV_ROM,27,2026/2027,Sun Mar 7 15:00,Juventus,JUV,Roma,ROM,,,SCHEDULED,2,3
2026_G28_BOL_NAP,28,2026/2027,Sun Mar 14 15:00,Bologna,BOL,Napoli,NAP,,,SCHEDULED,3,2
2026_G28_CAG_FIO,28,2026/2027,Sun Mar 14 15:00,Cagliari,CAG,Fiorentina,FIO,,,SCHEDULED,2,1
2026_G28_MIL_VER,28,2026/2027,Sun Mar 14 15:00,Milan,MIL,Verona,VER,,,SCHEDULED,1,3
2026_G28_GEN_ROM,28,2026/2027,Sun Mar 14 15:00,Genoa,GEN,Roma,ROM,,,SCHEDULED,2,1
2026_G28_PAR_LEC,28,2026/2027,Sun Mar 14 15:00,Parma,PAR,Lecce,LEC,,,SCHEDULED,1,1
2026_G28_TOR_INT,28,2026/2027,Sun Mar 14 15:00,Torino,TOR,Inter,INT,,,SCHEDULED,3,2
2026_G28_EMP_MON,28,2026/2027,Sun Mar 14 15:00,Empoli,EMP,Monza,MON,,,SCHEDULED,1,1
2026_G28_COM_UDI,28,2026/2027,Sun Mar 14 15:00,Como,COM,Udinese,UDI,,,SCHEDULED,1,1
2026_G28_LAZ_JUV,28,2026/2027,Sun Mar 14 15:00,Lazio,LAZ,Juventus,JUV,,,SCHEDULED,3,2
2026_G28_VEN_ATA,28,2026/2027,Sun Mar 14 15:00,Venezia,VEN,Atalanta,ATA,,,SCHEDULED,3,1
2026_G29_NAP_VEN,29,2026/2027,Sun Mar 21 15:00,Napoli,NAP,Venezia,VEN,,,SCHEDULED,1,3
2026_G29_UDI_TOR,29,2026/2027,Sun Mar 21 15:00,Udinese,UDI,Torino,TOR,,,SCHEDULED,2,1
2026_G29_JUV_COM,29,2026/2027,Sun Mar 21 15:00,Juventus,JUV,Como,COM,,,SCHEDULED,1,3
2026_G29_FIO_GEN,29,2026/2027,Sun Mar 21 15:00,Fiorentina,FIO,Genoa,GEN,,,SCHEDULED,1,2
2026_G29_PAR_LAZ,29,2026/2027,Sun Mar 21 15:00,Parma,PAR,Lazio,LAZ,,,SCHEDULED,2,1
2026_G29_VER_CAG,29,2026/2027,Sun Mar 21 15:00,Verona,VER,Cagliari,CAG,,,SCHEDULED,1,1
2026_G29_MON_BOL,29,2026/2027,Sun Mar 21 15:00,Monza,MON,Bologna,BOL,,,SCHEDULED,2,1
2026_G29_INT_EMP,29,2026/2027,Sun Mar 21 15:00,Inter,INT,Empoli,EMP,,,SCHEDULED,1,3
2026_G29_ROM_LEC,29,2026/2027,Sun Mar 21 15:00,Roma,ROM,Lecce,LEC,,,SCHEDULED,1,2
2026_G29_ATA_MIL,29,2026/2027,Sun Mar 21 15:00,Atalanta,ATA,Milan,MIL,,,SCHEDULED,3,3
2026_G30_LEC_LAZ,30,2026/2027,Sun Apr 4 15:00,Lecce,LEC,Lazio,LAZ,,,SCHEDULED,2,1
2026_G30_CAG_NAP,30,2026/2027,Sun Apr 4 15:00,Cagliari,CAG,Napoli,NAP,,,SCHEDULED,3,1
2026_G30_COM_FIO,30,2026/2027,Sun Apr 4 15:00,Como,COM,Fiorentina,FIO,,,SCHEDULED,2,1
2026_G30_VER_ATA,30,2026/2027,Sun Apr 4 15:00,Verona,VER,Atalanta,ATA,,,SCHEDULED,3,1
2026_G30_ROM_BOL,30,2026/2027,Sun Apr 4 15:00,Roma,ROM,Bologna,BOL,,,SCHEDULED,2,2
2026_G30_MIL_MON,30,2026/2027,Sun Apr 4 15:00,Milan,MIL,Monza,MON,,,SCHEDULED,1,3
2026_G30_GEN_INT,30,2026/2027,Sun Apr 4 15:00,Genoa,GEN,Inter,INT,,,SCHEDULED,3,1
2026_G30_TOR_JUV,30,2026/2027,Sun Apr 4 15:00,Torino,TOR,Juventus,JUV,,,SCHEDULED,3,2
2026_G30_VEN_PAR,30,2026/2027,Sun Apr 4 15:00,Venezia,VEN,Parma,PAR,,,SCHEDULED,1,1
2026_G30_EMP_UDI,30,2026/2027,Sun Apr 4 15:00,Empoli,EMP,Udinese,UDI,,,SCHEDULED,1,1
2026_G31_JUV_LEC,31,2026/2027,Sun Apr 11 15:00,Juventus,JUV,Lecce,LEC,,,SCHEDULED,1,3
2026_G31_NAP_VER,31,2026/2027,Sun Apr 11 15:00,Napoli,NAP,Verona,VER,,,SCHEDULED,1,3
2026_G31_FIO_MIL,31,2026/2027,Sun Apr 11 15:00,Fiorentina,FIO,Milan,MIL,,,SCHEDULED,3,2
2026_G31_LAZ_TOR,31,2026/2027,Sun Apr 11 15:00,Lazio,LAZ,Torino,TOR,,,SCHEDULED,2,2
2026_G31_CAG_ATA,31,2026/2027,Sun Apr 11 15:00,Cagliari,CAG,Atalanta,ATA,,,SCHEDULED,3,1
2026_G31_PAR_COM,31,2026/2027,Sun Apr 11 15:00,Parma,PAR,Como,COM,,,SCHEDULED,1,1
2026_G31_BOL_VEN,31,2026/2027,Sun Apr 11 15:00,Bologna,BOL,Venezia,VEN,,,SCHEDULED,1,2
2026_G31_EMP_GEN,31,2026/2027,Sun Apr 11 15:00,Empoli,EMP,Genoa,GEN,,,SCHEDULED,1,1
2026_G31_INT_ROM,31,2026/2027,Sun Apr 11 15:00,Inter,INT,Roma,ROM,,,SCHEDULED,2,3
2026_G31_UDI_MON,31,2026/2027,Sun Apr 11 15:00,Udinese,UDI,Monza,MON,,,SCHEDULED,1,1
2026_G32_MON_INT,32,2026/2027,Sun Apr 18 15:00,Monza,MON,Inter,INT,,,SCHEDULED,3,1
2026_G32_FIO_PAR,32,2026/2027,Sun Apr 18 15:00,Fiorentina,FIO,Parma,PAR,,,SCHEDULED,1,2
2026_G32_ROM_LAZ,32,2026/2027,Sun Apr 18 15:00,Roma,ROM,Lazio,LAZ,,,SCHEDULED,2,2
2026_G32_COM_EMP,32,2026/2027,Sun Apr 18 15:00,Como,COM,Empoli,EMP,,,SCHEDULED,1,1
2026_G32_VER_LEC,32,2026/2027,Sun Apr 18 15:00,Verona,VER,Lecce,LEC,,,SCHEDULED,1,1
2026_G32_BOL_CAG,32,2026/2027,Sun Apr 18 15:00,Bologna,BOL,Cagliari,CAG,,,SCHEDULED,1,2
2026_G32_ATA_UDI,32,2026/2027,Sun Apr 18 15:00,Atalanta,ATA,Udinese,UDI,,,SCHEDULED,1,3
2026_G32_VEN_JUV,32,2026/2027,Sun Apr 18 15:00,Venezia,VEN,Juventus,JUV,,,SCHEDULED,3,1
2026_G32_MIL_NAP,32,2026/2027,Sun Apr 18 15:00,Milan,MIL,Napoli,NAP,,,SCHEDULED,3,3
2026_G32_TOR_GEN,32,2026/2027,Sun Apr 18 15:00,Torino,TOR,Genoa,GEN,,,SCHEDULED,1,2
2026_G33_EMP_ROM,33,2026/2027,Sun Apr 25 15:00,Empoli,EMP,Roma,ROM,,,SCHEDULED,2,1
2026_G33_CAG_MON,33,2026/2027,Sun Apr 25 15:00,Cagliari,CAG,Monza,MON,,,SCHEDULED,1,1
2026_G33_NAP_UDI,33,2026/2027,Sun Apr 25 15:00,Napoli,NAP,Udinese,UDI,,,SCHEDULED,1,3
2026_G33_PAR_ATA,33,2026/2027,Sun Apr 25 15:00,Parma,PAR,Atalanta,ATA,,,SCHEDULED,3,1
2026_G33_LAZ_COM,33,2026/2027,Sun Apr 25 15:00,Lazio,LAZ,Como,COM,,,SCHEDULED,1,2
2026_G33_JUV_FIO,33,2026/2027,Sun Apr 25 15:00,Juventus,JUV,Fiorentina,FIO,,,SCHEDULED,2,3
2026_G33_GEN_VER,33,2026/2027,Sun Apr 25 15:00,Genoa,GEN,Verona,VER,,,SCHEDULED,1,1
2026_G33_LEC_MIL,33,2026/2027,Sun Apr 25 15:00,Lecce,LEC,Milan,MIL,,,SCHEDULED,3,1
2026_G33_VEN_TOR,33,2026/2027,Sun Apr 25 15:00,Venezia,VEN,Torino,TOR,,,SCHEDULED,2,1
2026_G33_INT_BOL,33,2026/2027,Sun Apr 25 15:00,Inter,INT,Bologna,BOL,,,SCHEDULED,2,3
2026_G34_ATA_JUV,34,2026/2027,Sun May 2 15:00,Atalanta,ATA,Juventus,JUV,,,SCHEDULED,3,3
2026_G34_TOR_PAR,34,2026/2027,Sun May 2 15:00,Torino,TOR,Parma,PAR,,,SCHEDULED,1,2
2026_G34_MIL_LAZ,34,2026/2027,Sun May 2 15:00,Milan,MIL,Lazio,LAZ,,,SCHEDULED,2,3
2026_G34_UDI_GEN,34,2026/2027,Sun May 2 15:00,Udinese,UDI,Genoa,GEN,,,SCHEDULED,1,1
2026_G34_VER_EMP,34,2026/2027,Sun May 2 15:00,Verona,VER,Empoli,EMP,,,SCHEDULED,1,1
2026_G34_BOL_FIO,34,2026/2027,Sun May 2 15:00,Bologna,BOL,Fiorentina,FIO,,,SCHEDULED,2,2
2026_G34_COM_INT,34,2026/2027,Sun May 2 15:00,Como,COM,Inter,INT,,,SCHEDULED,3,1
2026_G34_MON_VEN,34,2026/2027,Sun May 2 15:00,Monza,MON,Venezia,VEN,,,SCHEDULED,1,1
2026_G34_LEC_CAG,34,2026/2027,Sun May 2 15:00,Lecce,LEC,Cagliari,CAG,,,SCHEDULED,1,1
2026_G34_ROM_NAP,34,2026/2027,Sun May 2 15:00,Roma,ROM,Napoli,NAP,,,SCHEDULED,3,2
2026_G35_PAR_MIL,35,2026/2027,Sun May 9 15:00,Parma,PAR,Milan,MIL,,,SCHEDULED,3,1
2026_G35_GEN_CAG,35,2026/2027,Sun May 9 15:00,Genoa,GEN,Cagliari,CAG,,,SCHEDULED,1,1
2026_G35_LAZ_VER,35,2026/2027,Sun May 9 15:00,Lazio,LAZ,Verona,VER,,,SCHEDULED,1,2
2026_G35_NAP_MON,35,2026/2027,Sun May 9 15:00,Napoli,NAP,Monza,MON,,,SCHEDULED,1,3
2026_G35_INT_LEC,35,2026/2027,Sun May 9 15:00,Inter,INT,Lecce,LEC,,,SCHEDULED,1,3
2026_G35_VEN_COM,35,2026/2027,Sun May 9 15:00,Venezia,VEN,Como,COM,,,SCHEDULED,1,1
2026_G35_UDI_JUV,35,2026/2027,Sun May 9 15:00,Udinese,UDI,Juventus,JUV,,,SCHEDULED,3,1
2026_G35_TOR_BOL,35,2026/2027,Sun May 9 15:00,Torino,TOR,Bologna,BOL,,,SCHEDULED,2,2
2026_G35_EMP_ATA,35,2026/2027,Sun May 9 15:00,Empoli,EMP,Atalanta,ATA,,,SCHEDULED,3,1
2026_G35_FIO_ROM,35,2026/2027,Sun May 9 15:00,Fiorentina,FIO,Roma,ROM,,,SCHEDULED,2,2
2026_G36_NAP_GEN,36,2026/2027,Sun May 16 15:00,Napoli,NAP,Genoa,GEN,,,SCHEDULED,1,3
2026_G36_LEC_FIO,36,2026/2027,Sun May 16 15:00,Lecce,LEC,Fiorentina,FIO,,,SCHEDULED,2,1
2026_G36_LAZ_UDI,36,2026/2027,Sun May 16 15:00,Lazio,LAZ,Udinese,UDI,,,SCHEDULED,1,2
2026_G36_BOL_EMP,36,2026/2027,Sun May 16 15:00,Bologna,BOL,Empoli,EMP,,,SCHEDULED,1,2
2026_G36_COM_ATA,36,2026/2027,Sun May 16 15:00,Como,COM,Atalanta,ATA,,,SCHEDULED,3,1
2026_G36_JUV_INT,36,2026/2027,Sun May 16 15:00,Juventus,JUV,Inter,INT,,,SCHEDULED,3,3
2026_G36_VER_VEN,36,2026/2027,Sun May 16 15:00,Verona,VER,Venezia,VEN,,,SCHEDULED,1,1
2026_G36_MON_PAR,36,2026/2027,Sun May 16 15:00,Monza,MON,Parma,PAR,,,SCHEDULED,1,1
2026_G36_MIL_ROM,36,2026/2027,Sun May 16 15:00,Milan,MIL,Roma,ROM,,,SCHEDULED,2,3
2026_G36_CAG_TOR,36,2026/2027,Sun May 16 15:00,Cagliari,CAG,Torino,TOR,,,SCHEDULED,2,1
2026_G37_ROM_COM,37,2026/2027,Sun May 23 15:00,Roma,ROM,Como,COM,,,SCHEDULED,1,2
2026_G37_PAR_JUV,37,2026/2027,Sun May 23 15:00,Parma,PAR,Juventus,JUV,,,SCHEDULED,3,1
2026_G37_TOR_NAP,37,2026/2027,Sun May 23 15:00,Torino,TOR,Napoli,NAP,,,SCHEDULED,3,2
2026_G37_ATA_LEC,37,2026/2027,Sun May 23 15:00,Atalanta,ATA,Lecce,LEC,,,SCHEDULED,1,3
2026_G37_INT_LAZ,37,2026/2027,Sun May 23 15:00,Inter,INT,Lazio,LAZ,,,SCHEDULED,2,3
2026_G37_UDI_VER,37,2026/2027,Sun May 23 15:00,Udinese,UDI,Verona,VER,,,SCHEDULED,1,1
2026_G37_EMP_CAG,37,2026/2027,Sun May 23 15:00,Empoli,EMP,Cagliari,CAG,,,SCHEDULED,1,1
2026_G37_FIO_MON,37,2026/2027,Sun May 23 15:00,Fiorentina,FIO,Monza,MON,,,SCHEDULED,1,2
2026_G37_VEN_MIL,37,2026/2027,Sun May 23 15:00,Venezia,VEN,Milan,MIL,,,SCHEDULED,3,1
2026_G37_GEN_BOL,37,2026/2027,Sun May 23 15:00,Genoa,GEN,Bologna,BOL,,,SCHEDULED,2,1
2026_G38_MIL_UDI,38,2026/2027,Sun May 30 15:00,Milan,MIL,Udinese,UDI,,,SCHEDULED,1,3
2026_G38_JUV_EMP,38,2026/2027,Sun May 30 15:00,Juventus,JUV,Empoli,EMP,,,SCHEDULED,1,3
2026_G38_MON_TOR,38,2026/2027,Sun May 30 15:00,Monza,MON,Torino,TOR,,,SCHEDULED,2,1
2026_G38_VER_INT,38,2026/2027,Sun May 30 15:00,Verona,VER,Inter,INT,,,SCHEDULED,3,1
2026_G38_CAG_ROM,38,2026/2027,Sun May 30 15:00,Cagliari,CAG,Roma,ROM,,,SCHEDULED,2,1
2026_G38_LAZ_FIO,38,2026/2027,Sun May 30 15:00,Lazio,LAZ,Fiorentina,FIO,,,SCHEDULED,2,2
2026_G38_COM_GEN,38,2026/2027,Sun May 30 15:00,Como,COM,Genoa,GEN,,,SCHEDULED,1,1
2026_G38_NAP_ATA,38,2026/2027,Sun May 30 15:00,Napoli,NAP,Atalanta,ATA,,,SCHEDULED,3,3
2026_G38_LEC_VEN,38,2026/2027,Sun May 30 15:00,Lecce,LEC,Venezia,VEN,,,SCHEDULED,1,1
2026_G38_BOL_PAR,38,2026/2027,Sun May 30 15:00,Bologna,BOL,Parma,PAR,,,SCHEDULED,1,2
